Subject,Text
GridView - How to show a popup on a button click and pass a row key as a parameter,I will best try and describe the scenario I need help with.<br><br>We have an MVC GridView. The Last 4 columns contain buttons.<br>These buttons need to open a popup control that will reload the content for the selected row in the grid.<br>The content of the popup is a document viewer. The document viewer needs to retrieve a report for the key value of the grid(selected row).<br><br>How do I pass the key value of the grid through to the partial view containing the document viewer?<br><br> A screenshot of the grid is attached.
"GridView - How to show custom filter like ""Custom Filter Dialog"" in WinForms-based GridControl","How to show ""Custom"" filter in devxpress MVC gridview like devxpress windows gridcontrol. Please find the attachement."
GridView - How to show Filter Bar on TOP of the grid,"<p>Hi DevEx Team,<br />
I&#39;m trying to find a way to put the Filter Builder   of GridView on top of grid.<br />
<br />
This is a better solution for my customer because users don&#39;t look at bottom of grid.<br />
<br />
I didn&#39;t found a setting option to do that, but if I can open Filter Builder via Javascript call over a button  click is an acceptable solution.<br />
<br />
If it&#39;s possible could you post an example ?<br />
<br />
I attached a screenshot of what I need to do.<br />
<br />
Thanks for help <br />
<br />
</p>"
GridView - In version 18.2 appearance settings look different in comparison with earlier versions,"Hi,<br><br>My users are noticing all of there workspaces being rendered improperly since upgrading to DevExpress v18.&nbsp; The workspaces they saved in v17 no longer look the way they were intended in v18.&nbsp; Please see the attached image.<br><br>Can you please let me know why this is happening?<br><br>Thanks,<br>Joel "
GridView - Master with Details inside Tabs,"Hi..<br /><br />I am using MVC with razor engine and XPO ORM to retrieve data.<br />I want to have master details grid views but i don't know how to do it. &nbsp;I checked all the examples that you have but i can find something that meets my requirements.<br />When i add the second (Details Views) the edit,new, delete links are not working for the master grid.<br />Can you please help me? If is it possible please provide me with a sample code.<br /><br /><br />Thanks"
GridView - Model Validation doesn't work,"Dear DevExpress Support,<br><br>Why model validation in javascript not working when i used callback on page control? Can you help me with this problem?&nbsp;<br><br>I attach with screenshots of my application and code to you. <br><br>Thank you "
GridView - Performance while fetching bulk data,"<p>I want to show  3000 records at a time in a grid of a web application.<br />
I want to perform sorting,filtering and all possible functionalities available in devexpress grid.<br />
It must be compatible in IE8 and the <strong>performance must be like a windows application grid</strong>.<br />
<br />
Please suggest some possible ways to meet my requirements. </p>"
GridView - Provide a ability to process a filter operation applied to multiple columns (via the Clear button or Filter Builder) in custom data binding mode,"<p>As a temporary workaround I suggest you use an approach described in the <a data-ticket=""Q472492"">GridView - The ASPxGridView.ClearFilter method does not work if custom binding is enabled</a> ticket.</p>"
GridView - Provide the capability to process a filter operation applied to multiple columns (via the Clear button or Filter Builder) in custom data binding mode,"<p>As a temporary workaround I suggest you use an approach described in the <a data-ticket=""Q472492"">GridView - The ASPxGridView.ClearFilter method does not work if custom binding is enabled</a> ticket.</p>"
GridView - Select and focus a row programmatically,"<p>Hello ! <br />
I have a gridview.<br />
how can I select and focus programmatically a specific row ?<br />
I try with :<br />
<p>Me.GridView1.FocusedRowHandle = 2<br />
Me.GridView1.SelectRow(2)<br />
<br />
But doesn&#39;t work.<br />
What can I do ?<br />
<br />
Thank you !</p></p>"
GridView - The Bootstrap Multiselect plugin doesn't work if Mode=Batch,"I have devexpress gridview along with bootstrap multi-select (<a href=""http://davidstutz.github.io/bootstrap-multiselect/"">here</a>) on the same page. &nbsp;As soon as I turned on Batch Edit Mode, that made the bootstrap multi select&nbsp;stop working as far as selecting multiple items. &nbsp;Any example? &nbsp;If not, I'll try to duplicate on a seperate project."
GridView - Unable to edit an unbound checkbox column,"Hi Team,<br><br>I'm unable to edit the checkbox &nbsp;column with in the MVC Gridview which is created manually (We are not binding any database column to the checkbox column with in mvc gridview) "
GridView - Where to find a demo project with CRUD operations,I was trying to use grid view to add new record. The one I created and the one in internet sample demo are all pieces by pieces. When I try to implement it always says something missing. Is there any complete project which I can refer to?
GridView does not display combined flag enumeration values,"I have upgraded my Devexpress (Windows Forms) version from 1.8 to 2.3. Since then , all of my grids with columns binded to enumeration types are having a strange behavior. With single enumeration value everything is fine but if you have multiple enumeration values on a single field, the grid is not displaying text anymore.<br><br>For example:<br>
<code lang=""cs"">public enum Test
{
	Option1,
	Option2,
	Option3
}

public class ObjectTest
{
	public Test Column1 {get;set;}
}</code>
If you bind Column1 &nbsp;to a grid column and create a row with&nbsp;&nbsp;value ""Option1"" &nbsp;it shows ok, but if I create a row&nbsp;with ""Option1 | Option 2"" for example, it is showing empty on the grid. Before, it was showing both enumeration values."
GridView does not display combined flag enumeration values,"I have upgraded my Devexpress (Windows Forms) version from 1.8 to 2.3. Since then , all of my grids with columns binded to enumeration types are having a strange behavior. With single enumeration value everything is fine but if you have multiple enumeration values on a single field, the grid is not displaying text anymore.<br><br>For example:<br><br>public enum Test<br>{<br>Option1,<br>Option2,<br>Option3<br>}<br><br>public class ObjectTest<br>{<br>public Test Column1 {get;set;}<br>}<br><br>If you bind Column1 &nbsp;to a grid column and create a row with&nbsp;&nbsp;value ""Option1"" &nbsp;it shows ok, but if I create a row&nbsp;with ""Option1 | Option 2"" for example, it is showing empty on the grid. Before, it was showing both enumeration values.<br><br><br>"
GridView does not display combined flags enumeration values,"I have upgraded my Devexpress (Windows Forms) version from 1.8 to 2.3. Since then , all of my grids with columns binded to enumeration types are having a strange behavior. With single enumeration value everything is fine but if you have multiple enumeration values on a single field, the grid is not displaying text anymore.<br><br>For example:<br>
<code lang=""cs"">public enum Test
{
	Option1,
	Option2,
	Option3
}

public class ObjectTest
{
	public Test Column1 {get;set;}
}</code>
If you bind Column1 &nbsp;to a grid column and create a row with&nbsp;&nbsp;value ""Option1"" &nbsp;it shows ok, but if I create a row&nbsp;with ""Option1 | Option 2"" for example, it is showing empty on the grid. Before, it was showing both enumeration values."
